State | Type,Full-time faculty,White,Black,Hispanic,Asian,American Indian,Pacific Islander,Two or more,Unknown,Non-resident,Total minority,Female
ITT Technical Institute at Torrance (Calif.)California | Special-Focus,3,33.30%,33.30%,N/A,33.30%,N/A,N/A,N/A,N/A,N/A,66.70%,66.70%
John F. Kennedy U.California | Master's,42,83.30%,9.50%,4.80%,2.40%,N/A,N/A,N/A,N/A,N/A,16.70%,64.30%
John Paul the Great Catholic U.California | Unclassified,8,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.50%
Kaplan College at Bakersfield (Calif.)California | Associate,4,N/A,N/A,N/A,50.00%,N/A,25.00%,N/A,25.00%,N/A,75.00%,75.00%
Kaplan College at Chula Vista (Calif.)California | Unclassified,3,N/A,N/A,66.70%,N/A,N/A,N/A,N/A,33.30%,N/A,66.70%,66.70%
Kaplan College at Fresno (Calif.)California | Associate,6,N/A,N/A,50.00%,16.70%,N/A,N/A,N/A,33.30%,N/A,66.70%,83.30%
Kaplan College at Palm Springs (Calif.)California | Associate,4,N/A,N/A,N/A,50.00%,N/A,N/A,N/A,50.00%,N/A,50.00%,100.00%
Kaplan College at Riverside (Calif.)California | Associate,3,N/A,N/A,33.30%,N/A,N/A,N/A,N/A,66.70%,N/A,33.30%,100.00%
Kaplan College at Sacramento (Calif.)California | Associate,5,40.00%,N/A,N/A,N/A,N/A,N/A,N/A,60.00%,N/A,N/A,100.00%
Kaplan College at San DiegoCalifornia | Associate,45,48.90%,13.30%,4.40%,11.10%,N/A,2.20%,N/A,20.00%,N/A,31.10%,75.60%
Kaplan College at Vista (Calif.)California | Associate,20,60.00%,10.00%,15.00%,10.00%,N/A,N/A,N/A,5.00%,N/A,35.00%,85.00%
Kaplan College-ModestoCalifornia | Associate,14,35.70%,N/A,N/A,14.30%,N/A,7.10%,N/A,42.90%,N/A,21.40%,64.30%
Kaplan College-North HollywoodCalifornia | Unclassified,17,23.50%,11.80%,29.40%,5.90%,N/A,5.90%,N/A,23.50%,N/A,52.90%,70.60%
Keck Graduate InstituteCalifornia | Associate,28,67.90%,N/A,N/A,32.10%,N/A,N/A,N/A,N/A,N/A,32.10%,35.70%
King's U.California | Special-Focus,10,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
La Sierra U.California | Master's,102,67.70%,5.90%,8.80%,13.70%,N/A,N/A,3.90%,N/A,N/A,28.40%,43.10%
Laguna College of Art & DesignCalifornia | Special-Focus,15,93.30%,N/A,N/A,6.70%,N/A,N/A,N/A,N/A,N/A,6.70%,26.70%
Lake Tahoe Community CollegeCalifornia | Associate,40,80.00%,N/A,5.00%,5.00%,N/A,N/A,N/A,7.50%,2.50%,12.50%,52.50%
Laney CollegeCalifornia | Associate,133,49.60%,18.80%,11.30%,14.30%,0.80%,N/A,1.50%,3.80%,N/A,44.40%,53.40%
Las Positas CollegeCalifornia | Associate,112,65.20%,1.80%,5.40%,6.30%,1.80%,N/A,N/A,4.50%,15.20%,28.60%,52.70%
Lassen Community CollegeCalifornia | Associate,35,97.10%,N/A,N/A,2.90%,N/A,N/A,N/A,N/A,N/A,2.90%,42.90%
Life Chiropractic College WestCalifornia | Special-Focus,22,90.90%,4.50%,4.50%,N/A,N/A,N/A,N/A,N/A,N/A,9.10%,18.20%
Life Pacific CollegeCalifornia | Special-Focus,9,88.90%,N/A,11.10%,N/A,N/A,N/A,N/A,N/A,N/A,11.10%,22.20%
Loma Linda U.California | Special-Focus,407,64.90%,7.10%,7.40%,17.00%,0.30%,N/A,0.70%,N/A,2.70%,34.20%,56.00%
Long Beach City CollegeCalifornia | Associate,281,64.10%,8.90%,12.10%,9.60%,0.70%,N/A,N/A,N/A,4.60%,35.20%,55.50%
Los Angeles City CollegeCalifornia | Associate,212,57.60%,10.80%,12.70%,9.90%,0.50%,0.50%,0.90%,7.10%,N/A,34.00%,48.10%
Los Angeles County College of Nursing and Allied HealthCalifornia | Associate,36,38.90%,16.70%,25.00%,19.40%,N/A,N/A,N/A,N/A,N/A,61.10%,88.90%
Los Angeles Film SchoolCalifornia | Associate,97,83.50%,2.10%,7.20%,3.10%,N/A,N/A,2.10%,2.10%,N/A,12.40%,14.40%
Los Angeles Harbor CollegeCalifornia | Associate,104,45.20%,12.50%,15.40%,13.50%,N/A,N/A,1.00%,12.50%,N/A,41.30%,55.80%
Los Angeles Mission CollegeCalifornia | Associate,91,56.00%,8.80%,20.90%,7.70%,1.10%,N/A,N/A,4.40%,1.10%,38.50%,57.10%
Los Angeles ORT College at Los AngelesCalifornia | Associate,3,66.70%,33.30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.30%,33.30%
Los Angeles Pierce CollegeCalifornia | Associate,189,73.50%,5.30%,7.90%,6.30%,0.50%,0.50%,1.10%,4.80%,N/A,20.10%,59.30%
Los Angeles Southwest CollegeCalifornia | Associate,77,22.10%,48.00%,11.70%,7.80%,N/A,N/A,N/A,10.40%,N/A,67.50%,57.10%
Los Angeles Trade-Technical CollegeCalifornia | Associate,183,36.10%,18.60%,19.70%,12.00%,1.60%,0.50%,N/A,11.50%,N/A,50.80%,47.50%
Los Angeles Valley CollegeCalifornia | Associate,180,58.90%,8.90%,14.40%,11.70%,1.10%,N/A,1.10%,3.90%,N/A,35.00%,55.00%
Los Medanos CollegeCalifornia | Associate,125,57.60%,9.60%,16.80%,6.40%,N/A,N/A,0.80%,8.80%,N/A,32.80%,52.00%
Los Rios Community College District OfficeCalifornia | Unclassified,1,N/A,N/A,N/A,100.00%,N/A,N/A,N/A,N/A,N/A,100.00%,100.00%
Loyola Marymount U.California | Master's,552,65.60%,6.00%,10.30%,10.50%,0.20%,N/A,1.60%,4.30%,1.50%,28.30%,44.20%
Marshall B. Ketchum U.California | Special-Focus,32,43.80%,N/A,N/A,50.00%,N/A,N/A,6.30%,N/A,N/A,50.00%,50.00%
Marymount California U.California | Associate,28,82.10%,10.70%,3.60%,3.60%,N/A,N/A,N/A,N/A,N/A,17.90%,42.90%
Master's College and SeminaryCalifornia | Baccaluareate,55,92.70%,N/A,N/A,7.30%,N/A,N/A,N/A,N/A,N/A,7.30%,21.80%
Mendocino CollegeCalifornia | Associate,52,84.60%,N/A,9.60%,1.90%,N/A,N/A,1.90%,N/A,1.90%,13.50%,46.20%
Menlo CollegeCalifornia | Baccaluareate,30,80.00%,6.70%,N/A,13.30%,N/A,N/A,N/A,N/A,N/A,20.00%,40.00%
Merced CollegeCalifornia | Associate,168,69.60%,4.80%,14.90%,6.60%,1.80%,N/A,N/A,1.20%,1.20%,27.40%,51.80%
Merritt CollegeCalifornia | Associate,74,43.20%,36.50%,12.20%,8.10%,N/A,N/A,N/A,N/A,N/A,56.80%,62.20%
Mills CollegeCalifornia | Master's,103,67.00%,7.80%,6.80%,13.60%,N/A,N/A,3.90%,1.00%,N/A,28.20%,70.90%
MiraCosta Community College DistrictCalifornia | Associate,178,66.80%,4.50%,19.70%,5.60%,N/A,N/A,2.30%,0.60%,0.60%,30.30%,52.80%
Mission CollegeCalifornia | Associate,150,61.30%,4.70%,10.70%,16.00%,N/A,N/A,1.30%,N/A,6.00%,37.30%,64.70%
Modesto Junior CollegeCalifornia | Associate,219,73.10%,4.10%,8.70%,3.60%,0.90%,N/A,N/A,9.10%,0.50%,16.90%,53.40%
Monterey Institute of International StudiesCalifornia | Master's,67,50.70%,1.50%,4.50%,9.00%,N/A,N/A,N/A,6.00%,28.40%,43.30%,52.20%
Monterey Peninsula CollegeCalifornia | Associate,107,72.90%,3.70%,10.30%,10.30%,0.90%,N/A,N/A,N/A,1.90%,26.20%,50.50%
Moorpark CollegeCalifornia | Associate,159,69.80%,1.30%,13.80%,7.50%,N/A,0.60%,3.80%,3.10%,N/A,23.30%,57.90%
Moreno Valley CollegeCalifornia | Unclassified,78,53.80%,10.30%,16.70%,7.70%,1.30%,N/A,6.40%,N/A,3.90%,38.50%,55.10%
Mount Saint Mary's U. (Calif.)California | Master's,117,72.70%,7.70%,2.60%,7.70%,N/A,N/A,9.40%,N/A,N/A,17.90%,76.10%
Mt. San Antonio CollegeCalifornia | Associate,404,63.10%,5.00%,14.10%,12.10%,0.30%,1.20%,2.00%,0.50%,1.70%,34.20%,51.70%
Mt. San Jacinto CollegeCalifornia | Associate,118,74.60%,5.90%,11.00%,4.20%,2.50%,N/A,N/A,1.70%,N/A,21.20%,50.80%
MTI College (Calif.)California | Associate,24,79.20%,8.30%,4.20%,8.30%,N/A,N/A,N/A,N/A,N/A,20.80%,70.80%
Musicians InstituteCalifornia | Special-Focus,104,64.40%,4.80%,9.60%,5.80%,N/A,N/A,1.90%,13.50%,N/A,20.20%,10.60%
Napa Valley CollegeCalifornia | Associate,97,72.20%,3.10%,18.60%,4.10%,2.10%,N/A,N/A,N/A,N/A,25.80%,57.70%
National Hispanic U.California | Baccaluareate,13,38.50%,N/A,15.40%,7.70%,N/A,N/A,7.70%,30.80%,N/A,23.10%,46.20%
National U.California | Master's,269,66.20%,4.50%,5.20%,7.40%,0.70%,N/A,0.70%,15.20%,N/A,17.10%,50.90%
New York Film Academy at Los AngelesCalifornia | Unclassified,28,64.30%,7.10%,N/A,7.10%,3.60%,N/A,10.70%,7.10%,N/A,14.30%,17.90%
NewSchool of Architecture and DesignCalifornia | Special-Focus,23,87.00%,N/A,8.70%,4.30%,N/A,N/A,N/A,N/A,N/A,13.00%,34.80%
Norco CollegeCalifornia | Unclassified,68,63.20%,5.90%,16.20%,8.80%,N/A,N/A,2.90%,N/A,2.90%,33.80%,50.00%
Notre Dame de Namur U.California | Master's,62,82.30%,1.60%,3.20%,11.30%,1.60%,N/A,N/A,N/A,N/A,16.10%,53.20%
Occidental CollegeCalifornia | Baccaluareate,176,70.50%,5.70%,9.10%,11.40%,N/A,N/A,1.10%,2.30%,N/A,26.10%,47.70%
Ohlone CollegeCalifornia | Associate,114,65.80%,3.50%,10.50%,17.50%,1.80%,N/A,N/A,0.90%,N/A,31.60%,60.50%
Orange Coast CollegeCalifornia | Associate,243,71.60%,4.10%,11.50%,6.60%,N/A,0.40%,0.80%,1.70%,3.30%,25.90%,50.60%
Otis College of Art and DesignCalifornia | Special-Focus,56,78.60%,1.80%,8.90%,7.10%,N/A,N/A,N/A,3.60%,N/A,17.90%,51.80%
Oxnard CollegeCalifornia | Associate,87,49.40%,5.80%,33.30%,6.90%,1.10%,1.10%,2.30%,N/A,N/A,47.10%,54.00%
Pacific College of Oriental Medicine (Calif.)California | Special-Focus,11,54.50%,N/A,9.10%,36.40%,N/A,N/A,N/A,N/A,N/A,45.50%,27.30%
Pacific Lutheran Theological SeminaryCalifornia | Special-Focus,9,66.70%,11.10%,11.10%,11.10%,N/A,N/A,N/A,N/A,N/A,33.30%,44.40%
Pacific Oaks CollegeCalifornia | Special-Focus,11,36.40%,36.40%,27.30%,N/A,N/A,N/A,N/A,N/A,N/A,63.60%,72.70%
Pacific School of ReligionCalifornia | Special-Focus,12,66.70%,16.70%,N/A,16.70%,N/A,N/A,N/A,N/A,N/A,33.30%,58.30%
Pacific States U.California | Special-Focus,6,N/A,N/A,N/A,66.70%,16.70%,N/A,16.70%,N/A,N/A,66.70%,16.70%
Pacific Union CollegeCalifornia | Baccaluareate,91,82.40%,4.40%,4.40%,6.60%,N/A,N/A,N/A,N/A,2.20%,17.60%,49.50%
Pacifica Graduate InstituteCalifornia | Doctoral,34,85.30%,N/A,8.80%,5.90%,N/A,N/A,N/A,N/A,N/A,14.70%,47.10%
Palo Alto U.California | Special-Focus,35,71.40%,5.70%,5.70%,14.30%,N/A,N/A,2.90%,N/A,N/A,25.70%,57.10%
Palo Verde CollegeCalifornia | Associate,27,59.30%,3.70%,25.90%,7.40%,3.70%,N/A,N/A,N/A,N/A,37.00%,25.90%
Palomar CollegeCalifornia | Associate,266,76.70%,1.90%,12.40%,6.40%,1.50%,N/A,0.40%,0.80%,N/A,20.70%,50.00%
Pasadena City CollegeCalifornia | Associate,373,60.60%,8.80%,13.40%,1.60%,1.10%,14.20%,0.30%,N/A,N/A,38.10%,59.50%
Pepperdine U.California | Doctoral,383,82.30%,4.20%,6.00%,5.50%,N/A,0.30%,1.80%,N/A,N/A,15.90%,37.60%
Peralta Community College DistrictCalifornia | Unclassified,1,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.00%
Phillips Graduate InstituteCalifornia | Special-Focus,14,71.40%,7.10%,7.10%,N/A,N/A,N/A,7.10%,7.10%,N/A,14.30%,64.30%
Pima Medical Institute-Chula VistaCalifornia | Associate,24,54.20%,4.20%,20.80%,16.70%,N/A,N/A,4.20%,N/A,N/A,41.70%,75.00%
Pitzer CollegeCalifornia | Baccaluareate,83,55.40%,6.00%,13.30%,10.80%,N/A,1.20%,N/A,12.00%,1.20%,32.50%,51.80%
Platt College at San DiegoCalifornia | Special-Focus,11,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.30%
Point Loma Nazarene U.California | Master's,137,87.60%,2.90%,4.40%,5.10%,N/A,N/A,N/A,N/A,N/A,12.40%,40.20%
Pomona CollegeCalifornia | Baccaluareate,182,56.60%,2.20%,12.10%,12.60%,N/A,N/A,2.80%,13.20%,0.50%,27.50%,44.00%
Porterville CollegeCalifornia | Associate,59,71.20%,N/A,13.60%,N/A,N/A,N/A,N/A,15.30%,N/A,13.60%,54.20%
Professional Golfers Career CollegeCalifornia | Associate,9,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Reedley CollegeCalifornia | Associate,196,60.70%,3.10%,19.40%,3.10%,2.00%,1.00%,N/A,10.70%,N/A,26.50%,48.50%
Rio Hondo CollegeCalifornia | Associate,180,52.20%,3.30%,31.70%,8.90%,1.10%,N/A,1.70%,0.60%,0.60%,44.40%,50.00%
Riverside Community College DistrictCalifornia | Associate,216,69.90%,2.80%,13.90%,5.10%,1.40%,N/A,2.80%,N/A,4.20%,25.90%,50.90%
Sacramento City CollegeCalifornia | Associate,304,60.20%,8.20%,12.20%,6.60%,1.30%,0.30%,3.30%,7.60%,0.30%,27.60%,57.90%
Saddleback CollegeCalifornia | Associate,246,68.30%,2.00%,8.10%,8.10%,0.80%,N/A,N/A,9.30%,3.30%,21.50%,56.90%
Sage CollegeCalifornia | Associate,8,75.00%,N/A,12.50%,12.50%,N/A,N/A,N/A,N/A,N/A,25.00%,87.50%
Saint Mary's College of CaliforniaCalifornia | Master's,203,67.00%,1.50%,6.40%,12.80%,0.50%,N/A,0.50%,7.40%,3.90%,24.60%,51.70%
Samuel Merritt U.California | Special-Focus,109,83.50%,2.80%,0.90%,11.00%,N/A,N/A,1.80%,N/A,N/A,14.70%,75.20%
San Bernardino Valley CollegeCalifornia | Associate,193,51.30%,19.20%,20.20%,8.80%,0.50%,N/A,N/A,N/A,N/A,48.20%,60.60%
San Diego Christian CollegeCalifornia | Baccaluareate,19,89.50%,5.30%,N/A,N/A,N/A,5.30%,N/A,N/A,N/A,10.50%,52.60%
San Diego City CollegeCalifornia | Associate,157,54.10%,12.10%,15.30%,7.00%,N/A,N/A,N/A,11.50%,N/A,34.40%,60.50%
San Diego Mesa CollegeCalifornia | Associate,239,58.60%,8.00%,12.10%,9.20%,0.80%,N/A,N/A,10.90%,0.40%,29.70%,51.00%
San Diego Miramar CollegeCalifornia | Associate,108,61.10%,3.70%,11.10%,10.20%,0.90%,N/A,N/A,13.00%,N/A,25.00%,40.70%
San Diego State U.California | Doctoral,806,71.30%,2.70%,8.20%,10.20%,0.60%,0.30%,0.10%,2.20%,4.30%,25.70%,44.80%
San Francisco Art InstituteCalifornia | Special-Focus,21,81.00%,4.80%,4.80%,4.80%,N/A,N/A,N/A,4.80%,N/A,14.30%,38.10%
San Francisco Conservatory of MusicCalifornia | Special-Focus,29,82.80%,3.50%,6.90%,6.90%,N/A,N/A,N/A,N/A,N/A,17.20%,31.00%
San Francisco State U.California | Master's,790,57.20%,4.70%,7.00%,20.80%,1.40%,N/A,1.40%,6.70%,0.90%,33.30%,49.10%
San Francisco Theological SeminaryCalifornia | Special-Focus,13,61.50%,23.10%,N/A,15.40%,N/A,N/A,N/A,N/A,N/A,38.50%,46.20%
San Joaquin College of LawCalifornia | Special-Focus,9,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.60%
San Joaquin Delta CollegeCalifornia | Associate,198,56.60%,4.50%,13.60%,7.60%,1.50%,1.50%,N/A,14.60%,N/A,27.30%,49.50%
San Joaquin Valley College at BakersfieldCalifornia | Associate,32,71.90%,6.30%,12.50%,3.10%,N/A,N/A,6.30%,N/A,N/A,21.90%,53.10%
San Joaquin Valley College at FresnoCalifornia | Associate,24,70.80%,4.20%,20.80%,4.20%,N/A,N/A,N/A,N/A,N/A,29.20%,70.80%
San Joaquin Valley College at Lancaster (Calif.)California | Unclassified,7,71.40%,28.60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.60%,71.40%
San Joaquin Valley College at ModestoCalifornia | Associate,15,73.30%,13.30%,6.70%,6.70%,N/A,N/A,N/A,N/A,N/A,26.70%,80.00%
San Joaquin Valley College at OntarioÊ(Calif.)California | Associate,32,65.60%,6.30%,18.80%,9.40%,N/A,N/A,N/A,N/A,N/A,34.40%,56.30%
San Joaquin Valley College at Rancho CordovaCalifornia | Associate,7,85.70%,N/A,N/A,N/A,14.30%,N/A,N/A,N/A,N/A,N/A,57.10%
San Joaquin Valley College at TemeculaCalifornia | Unclassified,13,84.60%,N/A,7.70%,N/A,7.70%,N/A,N/A,N/A,N/A,7.70%,46.20%
San Joaquin Valley College at VisaliaCalifornia | Associate,72,65.30%,5.60%,12.50%,6.90%,N/A,N/A,9.70%,N/A,N/A,25.00%,68.10%
San Joaquin Valley College-Victor ValleyCalifornia | Associate,14,35.70%,21.40%,35.70%,N/A,N/A,N/A,7.10%,N/A,N/A,57.10%,64.30%
San Jose City CollegeCalifornia | Associate,99,47.50%,10.10%,21.20%,20.20%,1.00%,N/A,N/A,N/A,N/A,51.50%,56.60%
San Jose State U.California | Master's,696,60.80%,2.90%,5.80%,20.50%,0.70%,0.10%,0.90%,6.60%,1.70%,31.00%,48.00%
Santa Ana CollegeCalifornia | Associate,217,61.30%,2.30%,21.20%,10.60%,1.80%,N/A,N/A,1.40%,1.40%,35.50%,53.90%
Santa Barbara Business College at Bakersfield (Calif.)California | Associate,18,66.70%,N/A,16.70%,5.60%,N/A,N/A,N/A,11.10%,N/A,22.20%,55.60%
Santa Barbara Business College at Santa Maria (Calif.)California | Associate,5,20.00%,N/A,60.00%,20.00%,N/A,N/A,N/A,N/A,N/A,80.00%,80.00%
Santa Barbara City CollegeCalifornia | Associate,362,76.20%,2.50%,14.90%,1.40%,1.10%,N/A,N/A,1.40%,2.50%,21.30%,55.80%
Santa Clara U.California | Master's,508,72.00%,2.80%,7.70%,11.60%,N/A,0.80%,1.20%,1.40%,2.60%,25.40%,42.70%
Santa Monica CollegeCalifornia | Associate,308,56.50%,11.40%,13.60%,10.70%,N/A,0.70%,0.30%,0.30%,6.50%,42.90%,57.10%
Santa Rosa Junior CollegeCalifornia | Associate,288,79.90%,1.00%,6.90%,6.90%,2.10%,N/A,0.40%,2.80%,N/A,14.90%,56.60%
Santiago Canyon CollegeCalifornia | Associate,101,69.30%,1.00%,15.80%,7.90%,2.00%,N/A,N/A,3.00%,1.00%,25.70%,64.40%
Saybrook U.California | Special-Focus,33,75.80%,12.10%,3.00%,N/A,N/A,3.00%,N/A,6.10%,N/A,18.20%,42.40%
Scripps CollegeCalifornia | Baccaluareate,88,69.30%,2.30%,9.10%,10.20%,N/A,N/A,2.30%,3.40%,3.40%,25.00%,56.80%
Shasta CollegeCalifornia | Associate,122,83.60%,2.50%,5.70%,1.60%,1.60%,0.80%,N/A,3.30%,0.80%,11.50%,46.70%
Sierra CollegeCalifornia | Associate,215,78.60%,2.80%,5.60%,3.70%,N/A,N/A,0.90%,7.90%,0.50%,12.60%,58.60%
Simpson U. (Calif.)California | Baccaluareate,50,88.00%,N/A,2.00%,N/A,2.00%,N/A,8.00%,N/A,N/A,2.00%,38.00%
Skyline CollegeCalifornia | Associate,131,51.10%,6.10%,17.60%,17.60%,N/A,N/A,N/A,6.90%,0.80%,42.00%,47.30%
Sofia U.California | Special-Focus,25,96.00%,N/A,N/A,4.00%,N/A,N/A,N/A,N/A,N/A,4.00%,56.00%
Soka U. of AmericaCalifornia | Baccaluareate,47,63.80%,2.10%,6.40%,23.40%,N/A,N/A,N/A,N/A,4.30%,36.20%,44.70%
Solano Community CollegeCalifornia | Associate,149,78.50%,7.40%,10.10%,4.00%,N/A,N/A,N/A,N/A,N/A,21.50%,56.40%
Sonoma State U.California | Master's,246,77.60%,1.60%,5.70%,8.50%,0.40%,0.40%,1.60%,3.70%,0.40%,16.70%,48.40%
South Baylo U.California | Special-Focus,19,N/A,N/A,N/A,100.00%,N/A,N/A,N/A,N/A,N/A,100.00%,36.80%
Southern California Institute of ArchitectureCalifornia | Special-Focus,28,82.10%,N/A,7.10%,3.60%,N/A,N/A,N/A,N/A,7.10%,17.90%,35.70%
Southern California Institute of TechnologyCalifornia | Baccaluareate,6,50.00%,N/A,33.30%,16.70%,N/A,N/A,N/A,N/A,N/A,50.00%,N/A
Southern California U. of Health SciencesCalifornia | Special-Focus,27,70.40%,N/A,3.70%,22.20%,3.70%,N/A,N/A,N/A,N/A,25.90%,29.60%
Southwestern College (Calif.)California | Associate,183,57.40%,4.40%,22.40%,5.50%,1.10%,2.70%,N/A,6.60%,N/A,35.00%,55.20%
Southwestern Law SchoolCalifornia | Special-Focus,68,75.00%,4.40%,10.30%,5.90%,N/A,N/A,2.90%,N/A,1.50%,22.10%,47.10%
Stanbridge CollegeCalifornia | Associate,14,71.40%,7.10%,7.10%,14.30%,N/A,N/A,N/A,N/A,N/A,28.60%,85.70%
Stanford U.California | Doctoral,"1,872",67.70%,2.60%,3.20%,14.60%,0.20%,N/A,0.90%,2.50%,8.40%,28.80%,26.20%
SUM Bible College and Theological SeminaryCalifornia | Special-Focus,4,50.00%,N/A,N/A,50.00%,N/A,N/A,N/A,N/A,N/A,50.00%,50.00%
Taft CollegeCalifornia | Associate,40,85.00%,5.00%,5.00%,2.50%,2.50%,N/A,N/A,N/A,N/A,12.50%,50.00%
Taft U. systemCalifornia | Special-Focus,24,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.80%
Thomas Aquinas CollegeCalifornia | Baccaluareate,31,83.90%,N/A,3.20%,N/A,N/A,N/A,6.50%,3.20%,3.20%,6.50%,12.90%
Thomas Jefferson School of LawCalifornia | Special-Focus,42,78.60%,4.80%,4.80%,4.80%,2.40%,N/A,4.80%,N/A,N/A,14.30%,50.00%
Touro U. CaliforniaCalifornia | Unclassified,102,74.50%,3.90%,3.90%,16.70%,N/A,N/A,1.00%,N/A,N/A,24.50%,59.80%
Touro U. WorldwideCalifornia | Unclassified,10,80.00%,20.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.00%,50.00%
Trident U. InternationalCalifornia | Doctoral,38,42.10%,5.30%,7.90%,10.50%,N/A,N/A,2.60%,31.60%,N/A,23.70%,50.00%
Trinity Law and Graduate SchoolCalifornia | Special-Focus,4,75.00%,N/A,N/A,25.00%,N/A,N/A,N/A,N/A,N/A,25.00%,25.00%
U. of Antelope ValleyCalifornia | Associate,19,57.90%,21.10%,10.50%,10.50%,N/A,N/A,N/A,N/A,N/A,42.10%,36.80%
U. of California at BerkeleyCalifornia | Doctoral,"1,647",66.10%,2.90%,5.20%,13.70%,0.10%,0.10%,0.40%,7.00%,4.40%,26.40%,35.00%
U. of California at DavisCalifornia | Doctoral,"2,094",68.60%,1.90%,4.70%,18.10%,0.50%,N/A,0.10%,3.10%,3.00%,27.70%,34.40%
U. of California at IrvineCalifornia | Doctoral,"1,566",65.30%,2.40%,4.90%,21.50%,0.60%,0.30%,0.30%,1.00%,3.70%,32.80%,36.60%
U. of California at Los AngelesCalifornia | Doctoral,"3,090",64.50%,2.60%,5.10%,22.10%,0.30%,0.10%,0.10%,1.70%,3.40%,33.40%,35.10%
U. of California at MercedCalifornia | Unclassified,269,63.20%,1.90%,11.50%,16.00%,1.10%,N/A,0.70%,1.10%,4.50%,33.80%,43.10%
U. of California at RiversideCalifornia | Doctoral,721,64.50%,3.50%,6.40%,18.70%,0.70%,N/A,0.30%,1.10%,4.90%,33.40%,33.30%
U. of California at San DiegoCalifornia | Doctoral,"2,012",69.00%,1.90%,5.40%,16.80%,0.30%,0.10%,0.10%,0.40%,6.10%,30.30%,31.40%
U. of California at San FranciscoCalifornia | Special-Focus,"1,924",63.40%,2.20%,3.60%,22.00%,0.30%,N/A,0.40%,2.50%,5.50%,33.40%,44.30%
U. of California at Santa BarbaraCalifornia | Doctoral,899,73.50%,2.20%,6.60%,9.80%,0.60%,N/A,0.20%,1.00%,6.10%,24.70%,35.80%
U. of California at Santa CruzCalifornia | Doctoral,548,71.40%,2.20%,8.80%,13.30%,1.60%,N/A,0.20%,0.90%,1.60%,25.90%,39.40%
U. of California-Hastings College of the LawCalifornia | Special-Focus,68,76.50%,7.30%,4.40%,8.80%,1.50%,N/A,N/A,N/A,1.50%,22.10%,48.50%
U. of La VerneCalifornia | Doctoral,228,68.40%,4.80%,7.90%,11.00%,N/A,N/A,N/A,7.90%,N/A,23.70%,51.70%
U. of Phoenix-Bay Area (Calif.)California | Master's,17,58.80%,29.40%,N/A,5.90%,N/A,N/A,N/A,N/A,5.90%,41.20%,47.10%
U. of Phoenix-Central Valley (Calif.)California | Master's,36,69.40%,8.30%,16.70%,5.60%,N/A,N/A,N/A,N/A,N/A,30.60%,41.70%
U. of Phoenix-Sacramento Valley (Calif.)California | Master's,44,72.70%,15.90%,4.50%,4.50%,2.30%,N/A,N/A,N/A,N/A,25.00%,52.30%
U. of Phoenix-San Diego CampusCalifornia | Master's,51,74.50%,3.90%,13.70%,5.90%,N/A,2.00%,N/A,N/A,N/A,25.50%,45.10%
U. of Phoenix-Southern California CampusCalifornia | Master's,72,62.50%,15.30%,11.10%,9.70%,N/A,N/A,N/A,N/A,1.40%,37.50%,48.60%
U. of RedlandsCalifornia | Master's,198,78.80%,4.00%,3.00%,11.10%,0.50%,N/A,N/A,1.50%,1.00%,19.20%,47.50%
U. of San DiegoCalifornia | Doctoral,405,77.50%,2.20%,8.40%,7.90%,0.50%,N/A,1.00%,0.30%,2.20%,20.70%,46.40%
U. of San FranciscoCalifornia | Doctoral,459,59.90%,5.20%,8.10%,10.50%,0.70%,0.20%,3.00%,7.80%,4.60%,28.50%,48.60%
U. of Southern CaliforniaCalifornia | Doctoral,"2,146",69.70%,2.80%,4.70%,13.80%,0.10%,N/A,1.60%,4.10%,3.20%,24.50%,34.40%
U. of St. Augustine for Health SciencesCalifornia | Special-Focus,55,80.00%,3.60%,N/A,N/A,N/A,N/A,1.80%,12.70%,1.80%,5.50%,61.80%
U. of the PacificCalifornia | Doctoral,421,71.00%,2.10%,3.60%,13.30%,N/A,N/A,N/A,5.90%,4.00%,23.00%,41.30%
U. of the WestCalifornia | Baccaluareate,16,31.30%,6.30%,6.30%,37.50%,N/A,N/A,6.30%,N/A,12.50%,62.50%,18.80%
United Education InstituteCalifornia | Unclassified,25,28.00%,8.00%,12.00%,N/A,4.00%,N/A,4.00%,44.00%,N/A,20.00%,52.00%
United States U.California | Baccaluareate,4,50.00%,N/A,25.00%,N/A,N/A,N/A,25.00%,N/A,N/A,25.00%,75.00%
Unitek CollegeCalifornia | Unclassified,50,48.00%,8.00%,6.00%,32.00%,N/A,N/A,6.00%,N/A,N/A,46.00%,90.00%
